0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
-166,14,307,-78,0,958,-964,78,-113,104,-43,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,189,-227,-111,0,134,0,-39,0,-29,67,0,0,0,0,0
0,-219,-114,150,0,431,455,-1,0,0,33,0,0,0,0,0
150,161,-574,259,-1818,-347,160,221,-170,23,98,0,0,0,0,0
