0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
0,30,-100,-210,-1364,-565,-133,-216,0,30,170,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-31,595,5,-455,2009,-1474,-19,-113,14,108,0,0,0,0,0
0,-2,-595,45,0,1444,1474,-58,0,44,-108,0,0,0,0,0
-50,-32,130,-63,909,-1212,-898,-93,170,7,-62,0,0,0,0,0
